CustomerID,Age,Gender,Region,Annual_Income,Membership_Years,Engagement_Score,Avg_Session_Minutes,Purchase_Frequency,Discount_Usage_Rate,Total_Spend,Purchased
CUST1133,61,Male,North,69972.73,9,95.1,12.22,0,0.65,2151.6,1
CUST1060,25,Male,North,97155.55,9,39.5,3.64,4,0.19,4314.08,1
CUST1026,29,Male,North,8000.0,9,47.5,13.36,3,0.52,2557.01,1
CUST1100,62,Male,North,33944.17,9,42.4,5.28,3,0.05,2058.46,1
CUST1531,47,Male,East,67181.86,4,42.3,8.53,4,0.41,2238.9,1
CUST1588,27,Male,East,76872.79,4,77.8,4.23,1,0.53,2934.0,1
CUST1703,62,Female,West,72465.38,3,100.0,6.93,5,0.05,3009.76,1
CUST1520,69,Male,North,50531.27,10,27.3,,1,0.29,3371.77,1
CUST1363,50,Female,North,52868.84,3,87.6,10.25,1,0.5,2986.74,1
CUST1309,41,Male,North,63402.09,5,51.5,1.67,3,0.16,3013.13,1
CUST1604,54,Female,West,56831.75,7,72.5,7.26,3,0.48,3097.17,1
CUST1252,39,Male,South,33503.13,8,58.7,26.46,2,0.9,3220.41,1
CUST1544,22,Female,North,52966.15,9,23.8,10.85,4,0.82,1250.99,1
CUST1481,34,Female,West,75262.22,4,72.0,19.69,3,0.79,3665.33,1
CUST1441,32,F,East,51385.75,1,33.3,10.81,2,0.25,2839.36,0
CUST1647,69,Male,South,68634.2,3,,5.64,1,0.74,3636.55,1
CUST1476,30,Female,West,53432.04,8,16.1,13.86,2,0.32,2785.09,0
CUST1022,55,Male,South,39726.63,5,39.6,18.3,2,0.34,1641.5,1
CUST1062,52,Male,East,-1.0,6,59.7,1.09,3,0.49,2998.64,1
CUST1148,56,Male,West,41536.54,5,30.3,32.47,5,0.76,2629.65,1
CUST1483,45,Female,East,42110.99,2,36.2,14.62,1,0.27,1486.74,1
CUST1741,33,Male,South,72826.36,7,42.8,15.91,1,0.29,3931.58,1
CUST1257,26,Female,South,43208.02,7,90.7,12.03,3,0.63,2290.94,1
CUST1052,26,Female,West,63293.27,3,28.8,13.3,7,0.32,4522.47,1
CUST1242,49,Female,North,73932.1,1,48.4,8.33,2,0.86,3845.28,1
CUST1173,49,Female,South,65946.05,11,35.9,6.72,2,0.11,2756.17,1
CUST1035,32,Female,East,64453.81,9,22.4,13.86,2,0.57,1890.94,1
CUST1178,19,Female,East,59503.43,5,2.3,,5,0.44,3387.48,1
CUST1679,55,Male,East,42154.9,9,28.8,1.63,0,0.11,682.06,1
CUST1120,58,Male,East,59067.95,1,42.4,9.05,2,0.44,3370.51,1
CUST1275,56,Male,South,75997.01,2,56.6,5.99,4,0.32,4213.7,1
CUST1044,38,Female,East,18473.84,0,48.1,9.13,3,0.28,2058.92,1
CUST1300,49,Female,South,70515.37,7,,6.02,0,0.42,2457.17,0
CUST1076,61,Female,North,85292.68,11,67.1,5.69,2,0.11,3215.43,1
CUST1368,65,Male,South,64738.03,0,26.7,10.26,4,0.36,3399.0,1
CUST1212,49,Female,East,78947.89,10,76.6,1.88,1,0.25,2996.98,1
CUST1267,36,Male,West,25984.7,1,71.4,14.79,7,0.44,4116.81,1
CUST1311,41,Female,West,72248.57,1,89.4,1.13,4,0.08,3839.16,1
CUST1444,19,Female,South,21495.72,0,6.7,6.21,4,0.96,0.0,0
CUST1503,39,Male,East,56145.12,5,42.0,4.71,1,0.24,4073.91,1
CUST1495,65,Female,South,73548.52,4,,2.45,5,0.83,6450.2,1
CUST1033,45,Female,North,47981.61,11,68.7,5.46,1,0.92,2916.29,1
CUST1009,40,Male,North,48249.81,9,,20.4,2,0.47,2500.37,1
CUST1688,19,Male,East,,2,62.8,16.93,5,0.96,1903.89,1
CUST1160,69,Male,South,67311.31,11,37.5,18.35,2,0.92,2317.24,1
CUST1285,47,Male,East,51012.6,8,23.6,6.78,2,0.1,2190.13,0
CUST1295,18,Female,East,57682.1,11,67.1,19.67,3,0.96,2606.33,1
CUST1616,41,Female,South,93083.6,11,46.4,23.37,2,0.85,1729.23,1
CUST1625,52,Female,East,74351.49,4,69.7,20.56,1,0.42,1832.79,1
CUST1277,57,Male,South,36988.83,2,13.9,5.29,1,0.23,1350.46,0
CUST1743,28,Female,West,71982.35,4,76.7,3.19,8,0.85,5403.71,1
CUST1603,27,Female,South,64945.43,2,11.7,10.07,3,0.12,1800.22,0
CUST1484,43,Male,North,44116.7,0,27.5,6.71,6,0.85,2564.8,1
CUST1496,42,Female,North,57724.65,4,57.1,16.41,1,0.29,3174.52,1
CUST1182,45,Male,North,21503.62,6,38.4,2.87,2,0.86,2040.9,1
CUST1778,54,Male,North,11503.87,7,21.1,6.0,6,0.54,1270.91,1
CUST1684,59,Female,West,29686.88,3,44.5,19.08,4,0.71,2387.87,1
CUST1036,64,Female,North,59202.38,8,0.0,4.25,5,0.01,3491.57,1
CUST1156,68,Male,South,51162.27,8,32.1,8.56,3,0.73,2706.25,1
CUST1002,46,Male,South,80192.74,0,68.9,7.33,3,0.69,6013.22,1
CUST1508,33,Female,North,60720.49,11,35.9,4.29,4,0.5,2507.15,1
CUST1497,57,Female,North,70530.35,7,65.4,6.4,4,0.87,4664.04,1
CUST1308,37,Male,South,67399.09,11,36.4,1.11,4,0.01,2549.36,1
CUST1289,33,Female,South,72127.25,2,75.2,1.79,4,0.06,5023.1,1
CUST1560,50,Female,South,62249.83,9,19.8,13.72,4,0.91,3804.87,1
CUST1414,34,Male,South,79261.4,4,71.4,1.45,3,0.96,3526.49,1
CUST1421,46,Male,West,78367.2,3,46.6,,0,0.56,3347.81,1
CUST1141,64,Male,South,59787.19,5,65.7,7.85,2,0.48,1253.35,0
CUST1223,66,Male,South,38142.75,2,68.4,10.99,1,0.05,2059.63,0
CUST1183,45,Male,East,72944.92,0,67.1,1.34,2,0.55,2538.79,1
CUST1767,29,Male,West,95430.32,0,32.5,2.36,6,0.42,3918.54,1
CUST1672,35,Male,North,38910.38,9,65.5,5.23,6,0.14,3617.1,1
CUST1511,39,Male,South,52143.86,4,85.5,4.3,3,0.26,4129.26,1
CUST1731,42,Female,North,33058.49,3,61.9,1.64,3,0.23,982.98,1
CUST1611,53,Male,South,51905.23,7,20.8,16.15,1,0.81,1685.54,1
CUST1747,36,Female,East,47830.22,7,50.8,10.46,1,0.26,2961.35,0
CUST1117,22,Male,West,90750.46,3,94.7,11.55,1,0.07,5124.02,1
CUST1001,69,Male,East,58412.53,1,44.8,3.08,2,0.08,1716.75,1
CUST1113,25,Female,West,43767.7,10,67.7,3.82,3,0.32,3708.98,1
CUST1781,44,Female,West,60852.41,9,40.0,3.69,3,0.85,1306.6,1
CUST1686,67,Male,North,62796.61,6,45.9,10.62,3,0.81,3134.52,1
CUST1165,40,Male,North,63951.25,11,56.1,10.56,3,0.42,2585.67,1
CUST1184,61,Male,North,67362.97,4,52.6,6.22,1,0.57,2700.31,1
CUST1677,61,Male,West,70925.08,0,59.8,13.11,4,0.41,4744.85,1
CUST1372,66,Male,West,,8,58.5,18.07,2,0.86,2213.82,1
CUST1274,57,Male,North,60455.9,2,28.5,2.96,1,0.12,3484.32,0
CUST1704,21,Female,West,74706.11,4,56.1,2.97,2,0.01,2833.26,1
CUST1000,56,Female,South,32828.85,1,82.7,45.71,6,0.93,5125.8,1
CUST1566,20,Male,East,52144.2,1,60.7,,7,0.6,4978.75,1
CUST1540,27,Female,South,24308.44,0,59.1,6.75,0,0.71,1897.83,1
CUST1500,33,Female,East,62369.44,6,19.0,8.41,2,0.75,2166.24,1
CUST1718,30,Male,East,27199.64,8,45.9,15.39,2,0.58,1618.35,0
CUST1383,41,Female,South,22949.98,4,22.3,20.78,1,0.73,0.0,0
CUST1405,49,Male,South,49969.02,8,,5.03,2,0.83,3308.38,1
CUST1561,50,Male,East,67417.54,9,52.4,12.21,4,0.84,2393.04,1
CUST1020,-61,Male,North,41686.86,5,34.8,4.72,1,0.63,1501.82,1
CUST1176,39,Male,South,,4,40.3,6.3,2,0.55,2377.02,1
CUST1335,21,Female,North,33396.94,4,69.3,6.07,6,0.68,1970.03,1
CUST1379,23,F,West,36121.09,1,43.2,8.21,1,0.65,1102.1,0
CUST1545,62,Male,North,-1.0,1,53.8,6.17,4,0.61,2416.01,1
CUST1171,53,Male,West,31759.76,7,21.0,3.69,6,0.78,3678.43,1
CUST1519,63,Female,North,43929.68,5,79.0,8.81,3,0.35,2496.01,1
CUST1507,43,Male,East,37894.04,5,62.7,18.95,5,0.57,2382.43,1
CUST1152,32,Female,South,66279.09,4,78.0,10.09,4,0.26,2389.8,1
CUST1618,49,Male,West,93805.93,0,67.6,2.77,6,0.84,5743.13,1
CUST1413,43,Male,West,8000.0,0,53.0,6.15,0,0.98,767.41,0
CUST1609,52,Male,North,82426.32,3,32.7,2.23,2,0.57,2052.01,1
CUST1622,30,Male,West,85341.67,11,63.2,3.55,0,0.03,2808.61,1
CUST1581,52,Female,North,24079.71,9,71.1,4.06,4,0.68,2672.49,1
CUST1641,29,Male,South,29584.7,11,49.0,16.51,6,0.5,2771.48,1
CUST1316,53,Male,East,49072.04,10,11.5,2.14,2,0.23,1556.8,0
CUST1258,23,Male,East,63017.18,4,50.6,3.04,4,0.29,5311.18,1
CUST1662,59,Male,West,46188.29,0,42.8,4.96,2,0.34,2731.73,1
CUST1474,69,Male,North,58053.75,11,78.2,9.59,0,0.75,3285.51,1
CUST1337,31,Male,North,50996.9,4,28.4,6.45,3,0.5,2112.33,1
CUST1538,69,Female,South,91367.24,4,70.7,8.64,4,0.72,3519.02,1
CUST1504,46,Male,South,43518.64,5,56.0,,3,0.94,3562.27,1
CUST1398,59,Female,South,79387.21,4,36.1,8.39,5,0.45,4647.06,1
CUST1423,43,Male,North,20718.78,6,56.8,2.35,3,0.83,2558.6,0
CUST1605,26,Male,East,50067.43,4,44.5,4.41,3,0.69,2947.16,1
CUST1660,56,Male,South,42895.19,2,32.9,9.0,3,0.69,2655.23,1
CUST1480,36,Male,West,52604.95,3,54.6,6.77,3,0.93,3152.59,1
CUST1422,59,Female,North,80995.12,2,35.0,1.07,4,0.87,21717.12,1
CUST1119,56,Male,North,34554.42,11,91.8,,1,0.5,3383.47,1
CUST1650,33,Male,North,,11,32.7,8.41,4,0.58,3634.14,1
CUST1681,63,male,East,25728.08,3,69.2,,4,0.93,3200.52,1
CUST1714,36,F,North,85883.61,7,20.2,2.38,4,0.6,3816.63,0
CUST1659,33,Male,North,30465.29,1,77.9,11.59,5,0.56,3509.65,1
CUST1789,46,Female,South,46323.16,5,64.0,9.58,3,0.04,2793.54,1
CUST1256,50,Male,West,42895.58,1,80.3,9.1,3,0.8,3800.07,1
CUST1643,24,Male,North,47441.81,0,46.4,12.33,5,0.17,2141.38,1
CUST1249,69,Female,West,56487.81,3,58.6,2.15,4,0.06,3415.5,1
CUST1664,31,F,North,46426.59,5,64.1,1.37,1,0.48,1063.26,0
